	Ensembl Gene ID	Chromosome Name	Gene Start (bp)	Gene End (bp)	Ensembl Protein Family ID(s)	Associated Gene Name
18296	ENSG00000186910	14	94908801	94919127	ENSFM00250000000235	SERPINA11
18297	ENSG00000177602	17	3627211	3630067	ENSFM00500000273696	GSG2
18298	ENSG00000189058	3	195295573	195311076	ENSFM00670001235881	APOD
18299	ENSG00000074356	17	3714460	3749545	ENSFM00250000006141	C17orf85
18300	ENSG00000170054	14	94929054	94946026	ENSFM00250000000235	SERPINA9
18301	ENSG00000151838	14	59971257	60043549	ENSFM00250000009376	CCDC175
18302	ENSG00000061794	12	27863706	27909228	ENSFM00250000004577	MRPS35
18303	ENSG00000206531	3	112534556	112565703	ENSFM00500000271208	CD200R1L
18304	ENSG00000091137	7	107301080	107358254	ENSFM00250000000278	SLC26A4
18305	ENSG00000161649	17	41924516	41940997	ENSFM00500000273682	CD300LG
18306	ENSG00000165953	14	94953611	94984181	ENSFM00250000000235	SERPINA12
18307	ENSG00000069020	5	65892176	66465423	ENSFM00250000000518	MAST4
18308	ENSG00000100665	14	95027428	95036250	ENSFM00250000000235	SERPINA4
18309	ENSG00000139970	14	60062694	60337684	ENSFM00500000269689	RTN1
18310	ENSG00000228001	HSCHR6_MHC_COX	30093815	30106445	ENSFM00400000132035	TRIM40
18311	ENSG00000168488	16	28834356	28848558	ENSFM00600000921253	ATXN2L
18312	ENSG00000186275	1	146373546	146467744	ENSFM00250000000879	NBPF12
18313	ENSG00000141499	17	7589389	7606820	ENSFM00250000006355	WRAP53
18314	ENSG00000111667	12	6961292	6975796	ENSFM00250000001826	USP5
18315	ENSG00000163606	3	112640056	112693969	ENSFM00500000271208	CD200R1
18316	ENSG00000123610	2	152214106	152236560	ENSFM00370000118686	TNFAIP6
18317	ENSG00000076826	19	7660788	7683190	ENSFM00600000921199	CAMSAP3
18318	ENSG00000131791	1	146626685	146644129	ENSFM00250000002149	PRKAB2
18319	ENSG00000188488	14	95027779	95059457	ENSFM00250000000235	SERPINA5
18320	ENSG00000076924	19	7684411	7694451	ENSFM00250000005715	XAB2
18321	ENSG00000173531	3	49721380	49726934	ENSFM00670001235394	MST1
18322	ENSG00000158710	1	159887897	159895522	ENSFM00500000270015	TAGLN2
18323	ENSG00000178952	16	28853732	28857729	ENSFM00260000050713	TUFM
18324	ENSG00000167553	12	49582519	49667114	ENSFM00250000000217	TUBA1C
18325	ENSG00000237192	HSCHR6_MHC_COX	30109655	30118642	ENSFM00670001235250	TRIM10
18326	ENSG00000229833	19	7694623	7696842	ENSFM00700001394382	PET100
18327	ENSG00000105879	7	107384142	107402112	ENSFM00250000005011	CBLL1
18328	ENSG00000131781	1	146646930	146714700	ENSFM00250000000577	FMO5
18329	ENSG00000049541	7	73645829	73668774	ENSFM00500000270321	RFC2
18330	ENSG00000135406	12	49687035	49692465	ENSFM00730001521291	PRPH
18331	ENSG00000085552	1	159896829	159915386	ENSFM00250000001385	IGSF9
18332	ENSG00000163607	3	112709765	112733907	ENSFM00250000006719	GTPBP8
18333	ENSG00000111669	12	6976283	6980112	ENSFM00250000000728	TPI1
18334	ENSG00000108947	17	7608520	7614696	ENSFM00250000002014	EFNB3
18335	ENSG00000162723	1	159921282	159924044	ENSFM00500000274114	SLAMF9
18336	ENSG00000091138	7	107405912	107443670	ENSFM00250000000278	SLC26A3
18337	ENSG00000143315	1	159997462	160001783	ENSFM00250000005219	PIGM
18338	ENSG00000177807	1	160007257	160040038	ENSFM00730001521400	KCNJ10
18339	ENSG00000080345	2	152266397	152364527	ENSFM00250000002790	RIF1
18340	ENSG00000273259	14	95058395	95090983	ENSFM00740001599326	RP11-986E7.7
18341	ENSG00000162728	1	160051360	160060353	ENSFM00730001521214	KCNJ9
18342	ENSG00000131951	14	60386431	60530277	ENSFM00250000006116	LRRC9
18343	ENSG00000131778	1	146714291	146767443	ENSFM00510000502741	CHD1L
18344	ENSG00000162729	1	160061130	160068733	ENSFM00740001589327	IGSF8
18345	ENSG00000106665	7	73703805	73820273	ENSFM00250000000764	CLIP2
18346	ENSG00000108852	17	41952725	41987068	ENSFM00730001521911	MPP2
18347	ENSG00000183914	17	7620672	7737062	ENSFM00730001521131	DNAH2
18348	ENSG00000126773	14	60558629	60635851	ENSFM00300000079146	PCNXL4
18349	ENSG00000116128	1	147013182	147098017	ENSFM00600000921346	BCL9
18350	ENSG00000176108	17	78965398	78983317	ENSFM00670001235835	CHMP6
18351	ENSG00000196136	14	95078714	95090392	ENSFM00250000000235	SERPINA3
18352	ENSG00000162836	1	147101453	147142618	ENSFM00250000006412	ACP6
18353	ENSG00000055950	10	102729215	102747272	ENSFM00250000003611	MRPL43
18354	ENSG00000164068	3	49726932	49758962	ENSFM00250000003862	RNF123
18355	ENSG00000143140	1	147228332	147245484	ENSFM00670001235281	GJA5
18356	ENSG00000018625	1	160085549	160113381	ENSFM00650001139994	ATP1A2
18357	ENSG00000121634	1	147374946	147381393	ENSFM00670001235281	GJA8
18358	ENSG00000188092	1	147400506	147465753	ENSFM00250000003477	GPR89B
18359	ENSG00000152463	10	15074226	15115851	ENSFM00250000007301	OLAH
18360	ENSG00000111671	12	6980099	6998522	ENSFM00250000001449	SPSB2
18361	ENSG00000006704	7	73868120	74016931	ENSFM00740001589499	GTF2IRD1
18362	ENSG00000091140	7	107531415	107572175	ENSFM00310000089030	DLD
18363	ENSG00000203836	1	147574428	147634886	ENSFM00250000000879	NBPF24
18364	ENSG00000133937	14	95234553	95236562	ENSFM00500000271771	GSC
18365	ENSG00000255963	1	147954635	147955419	ENSFM00750001632321	PPIAL4A
18366	ENSG00000175866	17	79008948	79091232	ENSFM00250000000906	BAIAP2
18367	ENSG00000010626	12	6982733	7023407	ENSFM00250000006641	LRRC23
18368	ENSG00000132681	1	160121360	160156767	ENSFM00650001139994	ATP1A4
18369	ENSG00000100612	14	60610838	60636574	ENSFM00500000271510	DHRS7
18370	ENSG00000122497	1	148003642	148025863	ENSFM00250000000879	NBPF14
18371	ENSG00000204444	6	31620193	31625987	ENSFM00250000010730	APOM
18372	ENSG00000111674	12	7022909	7032861	ENSFM00730001521170	ENO2
18373	ENSG00000100697	14	95552565	95624347	ENSFM00740001589202	DICER1
18374	ENSG00000256374	1	148201752	148202536	ENSFM00750001632321	PPIAL4D
18375	ENSG00000134061	5	66478103	66492627	ENSFM00730001522636	CD180
18376	ENSG00000143318	1	160160285	160171676	ENSFM00250000002399	CASQ1
18377	ENSG00000186897	12	49726200	49730971	ENSFM00500000270217	C1QL4
18378	ENSG00000132510	17	7743222	7758114	ENSFM00250000000912	KDM6B
18379	ENSG00000162734	1	160175127	160185166	ENSFM00250000010619	PEA15
18380	ENSG00000178401	12	49740700	49751309	ENSFM00250000009474	DNAJC22
18381	ENSG00000203832	1	148250249	148347506	ENSFM00250000000879	NBPF20
18382	ENSG00000077809	7	74071994	74175026	ENSFM00540000717988	GTF2I
18383	ENSG00000123352	12	49760367	49921205	ENSFM00520000517852	SPATS2
18384	ENSG00000091136	7	107564244	107643700	ENSFM00740001589141	LAMB1
18385	ENSG00000100614	14	60712470	60765805	ENSFM00730001521429	PPM1A
18386	ENSG00000111676	12	7033626	7051484	ENSFM00740001589286	ATN1
18387	ENSG00000144857	3	112929850	113006303	ENSFM00250000002137	BOC
18388	ENSG00000132716	1	160185505	160254920	ENSFM00250000004211	DCAF8
18389	ENSG00000183011	17	7760003	7788556	ENSFM00500000276724	LSMD1
18390	ENSG00000182224	17	7761064	7765600	ENSFM00250000007143	CYB5D1
18391	ENSG00000111679	12	7055631	7070479	ENSFM00260000050462	PTPN6
18392	ENSG00000184302	14	60975669	60979568	ENSFM00730001521649	SIX6
18393	ENSG00000126778	14	61110133	61124977	ENSFM00730001521336	SIX1
18394	ENSG00000100625	14	61176246	61191066	ENSFM00750001632435	SIX4
18395	ENSG00000020426	14	61201460	61436671	ENSFM00500000271641	MNAT1
18396	ENSG00000176020	3	49754267	49761349	ENSFM00380000124725	AMIGO3
18397	ENSG00000126814	14	61438169	61448076	ENSFM00250000005485	TRMT5
18398	ENSG00000173540	3	49754277	49761384	ENSFM00500000270423	GMPPB
18399	ENSG00000139974	14	61447832	61550451	ENSFM00250000000644	SLC38A6
18400	ENSG00000258465	1	160187254	160254920	ENSFM00250000004211	DCAF8
18401	ENSG00000176095	3	49761727	49823975	ENSFM00250000001682	IP6K1
18402	ENSG00000162735	1	160246602	160256138	ENSFM00500000271341	PEX19
18403	ENSG00000158517	7	74188309	74203659	ENSFM00500000270980	NCF1
18404	ENSG00000183091	2	152341850	152591001	ENSFM00740001589165	NEB
18405	ENSG00000215021	12	7074490	7079988	ENSFM00730001521744	PHB2
18406	ENSG00000187492	3	49828165	49837268	ENSFM00640001103184	CDHR4
18407	ENSG00000122218	1	160259063	160313190	ENSFM00260000050647	COPA
18408	ENSG00000027075	14	61654277	62017694	ENSFM00750001632342	PRKCH
18409	ENSG00000182179	3	49842640	49851379	ENSFM00250000000763	UBA7
18410	ENSG00000095539	10	102729275	102745628	ENSFM00480000262746	SEMA4G
18411	ENSG00000196275	7	74210483	74267847	ENSFM00540000717950	GTF2IRD2
18412	ENSG00000183763	3	49866034	49894007	ENSFM00250000006323	TRAIP
18413	ENSG00000145113	3	195473636	195539148	ENSFM00560000771184	MUC4
18414	ENSG00000111684	12	7085348	7125814	ENSFM00250000004218	LPCAT3
18415	ENSG00000145675	5	67511548	67597649	ENSFM00250000000988	PIK3R1
18416	ENSG00000182107	14	61744088	61748558	ENSFM00500000270036	TMEM30B
18417	ENSG00000258989	14	61995846	62124682	ENSFM00750001632342	RP11-47I22.4
18418	ENSG00000204438	6	31629006	31634060	ENSFM00250000008098	GPANK1
18419	ENSG00000100644	14	62162231	62214976	ENSFM00730001521417	HIF1A
18420	ENSG00000204435	6	31633013	31638120	ENSFM00250000002069	CSNK2B
18421	ENSG00000174374	7	74441226	74490064	ENSFM00250000003840	WBSCR16
18422	ENSG00000107815	10	102747124	102754158	ENSFM00250000005316	C10orf2
18423	ENSG00000162736	1	160313062	160328742	ENSFM00250000005577	NCSTN
18424	ENSG00000164076	3	49895421	49907655	ENSFM00400000131731	CAMKV
18425	ENSG00000227147	HSCHR6_MHC_COX	30120906	30130396	ENSFM00670001235250	TRIM15
18426	ENSG00000182326	12	7096351	7178336	ENSFM00250000000377	C1S
18427	ENSG00000171786	1	160336857	160342638	ENSFM00600000922067	NHLH1
18428	ENSG00000176244	10	15119522	15130775	ENSFM00670001239516	ACBD7
18429	ENSG00000162738	1	160370376	160398468	ENSFM00250000002390	VANGL2
18430	ENSG00000170634	2	54197975	54532437	ENSFM00670001236363	ACYP2
18431	ENSG00000174428	7	74508364	74565623	ENSFM00540000717950	GTF2IRD2B
18432	ENSG00000162739	1	160454820	160493052	ENSFM00500000273071	SLAMF6
18433	ENSG00000023608	14	62229075	62263146	ENSFM00250000006704	SNAPC1
18434	ENSG00000152464	10	15139179	15181817	ENSFM00250000007530	RPP38
18435	ENSG00000164078	3	49924435	49941299	ENSFM00730001521510	MST1R
18436	ENSG00000139973	14	62453803	62568431	ENSFM00250000002096	SYT16
18437	ENSG00000230230	HSCHR6_MHC_COX	30142137	30171100	ENSFM00740001589477	TRIM26
18438	ENSG00000066294	1	160510885	160549306	ENSFM00500000272898	CD84
18439	ENSG00000140015	14	63173287	63568755	ENSFM00730001521957	KCNH5
18440	ENSG00000159403	12	7187513	7245203	ENSFM00250000000377	C1R
18441	ENSG00000178809	7	75024337	75040279	ENSFM00500000271571	TRIM73
18442	ENSG00000126785	14	63670832	63759937	ENSFM00730001521235	RHOJ
18443	ENSG00000117090	1	160577890	160617085	ENSFM00250000004715	SLAMF1
18444	ENSG00000111785	12	107168373	107283090	ENSFM00250000001722	RIC8B
18445	ENSG00000117091	1	160648536	160681641	ENSFM00250000008671	CD48
18446	ENSG00000164077	3	49946302	49967606	ENSFM00250000002842	MON1A
18447	ENSG00000178021	2	54480315	54483409	ENSFM00500000270394	TSPYL6
18448	ENSG00000154001	14	63838075	64010092	ENSFM00250000000654	PPP2R5E
18449	ENSG00000139178	12	7242183	7261869	ENSFM00250000000377	C1RL
18450	ENSG00000026751	1	160709037	160724611	ENSFM00500000273036	SLAMF7
18451	ENSG00000004534	3	49977440	50137478	ENSFM00250000001469	RBM6
18452	ENSG00000152465	10	15144583	15210692	ENSFM00250000002043	NMT2
18453	ENSG00000127946	7	75162621	75368280	ENSFM00250000001308	HIP1
18454	ENSG00000139194	12	7276280	7281538	ENSFM00670001235704	RBP5
18455	ENSG00000139182	12	7282294	7311541	ENSFM00250000001322	CLSTN3
18456	ENSG00000122224	1	160765864	160798051	ENSFM00740001589603	LY9
18457	ENSG00000115306	2	54683422	54896812	ENSFM00740001589095	SPTBN1
18458	ENSG00000108849	17	42018172	42019836	ENSFM00670001239796	PPY
18459	ENSG00000122223	1	160799950	160832692	ENSFM00250000007772	CD244
18460	ENSG00000179914	1	160846329	160854960	ENSFM00250000003313	ITLN1
18461	ENSG00000224994	HSCHR6_MHC_COX	30284058	30304393	ENSFM00670001235250	TRIM39
18462	ENSG00000158764	1	160914815	160924589	ENSFM00250000003313	ITLN2
18463	ENSG00000158769	1	160965001	160991138	ENSFM00500000271981	F11R
18464	ENSG00000131096	17	42030106	42081837	ENSFM00670001238426	PYY
18465	ENSG00000161653	17	42081914	42086431	ENSFM00250000007279	NAGS
18466	ENSG00000215845	1	161007421	161008780	ENSFM00500000283456	TSTD1
18467	ENSG00000120832	12	107371069	107380944	ENSFM00250000008276	MTERFD3
18468	ENSG00000158773	1	161009041	161015767	ENSFM00250000001615	USF1
18469	ENSG00000148468	10	15253642	15413061	ENSFM00740001589308	FAM171A1
18470	ENSG00000186517	1	161016736	161039760	ENSFM00250000001205	ARHGAP30
18471	ENSG00000008405	12	107385142	107487607	ENSFM00250000000869	CRY1
18472	ENSG00000161654	17	42112003	42144987	ENSFM00250000006283	LSM12
18473	ENSG00000143217	1	161040785	161059389	ENSFM00360000110027	PVRL4
18474	ENSG00000077943	10	15555948	15762124	ENSFM00500000269717	ITGA8
18475	ENSG00000162755	1	161068151	161070136	ENSFM00250000008727	KLHDC9
18476	ENSG00000143256	1	161070346	161087901	ENSFM00500000273880	PFDN2
18477	ENSG00000241863	HSCHR6_MHC_COX	30302714	30304467	ENSFM00710001441945	RPP21
18478	ENSG00000158793	1	161087876	161095235	ENSFM00500000270389	NIT1
18479	ENSG00000141349	17	42148103	42153709	ENSFM00500000270331	G6PC3
18480	ENSG00000214595	2	54950636	55199157	ENSFM00730001522226	EML6
18481	ENSG00000158796	1	161090764	161102478	ENSFM00250000005413	DEDD
18482	ENSG00000143222	1	161122566	161128646	ENSFM00250000007775	UFC1
18483	ENSG00000143258	1	161129240	161135513	ENSFM00730001521805	USP21
18484	ENSG00000151136	12	107712190	108053419	ENSFM00250000001718	BTBD11
18485	ENSG00000143224	1	161136200	161147803	ENSFM00500000271449	PPOX
18486	ENSG00000158850	1	161141100	161147287	ENSFM00250000000603	B4GALT3
18487	ENSG00000158859	1	161154098	161168846	ENSFM00730001521602	ADAMTS4
18488	ENSG00000108840	17	42154114	42201070	ENSFM00730001521398	HDAC5
18489	ENSG00000158864	1	161166894	161184185	ENSFM00250000004138	NDUFS2
18490	ENSG00000158869	1	161185024	161190489	ENSFM00600000927643	FCER1G
18491	ENSG00000233904	HSCHR6_MHC_COX	30447104	30451842	ENSFM00730001521062	HLA-E
18492	ENSG00000158874	1	161192082	161193421	ENSFM00670001240149	APOA2
18493	ENSG00000158882	1	161195793	161200408	ENSFM00250000002521	TOMM40L
18494	ENSG00000061938	3	195590235	195638816	ENSFM00270000056489	TNK2
18495	ENSG00000143257	1	161199456	161208092	ENSFM00730001522393	NR1I3
18496	ENSG00000158887	1	161274525	161279762	ENSFM00480000262818	MPZ
18497	ENSG00000143252	1	161284047	161332984	ENSFM00500000272004	SDHC
18498	ENSG00000143226	1	161475220	161493803	ENSFM00670001235577	FCGR2A
18499	ENSG00000173110	1	161494036	161496681	ENSFM00730001521103	HSPA6
18500	ENSG00000115310	2	55199325	55339757	ENSFM00500000269689	RTN4
18501	ENSG00000203747	1	161511549	161600917	ENSFM00670001235577	FCGR3A
18502	ENSG00000235986	HSCHR6_MHC_COX	30498998	30514796	ENSFM00250000004865	GNL1
18503	ENSG00000072694	1	161551101	161648444	ENSFM00670001235577	FCGR2B
18504	ENSG00000162747	1	161592986	161601753	ENSFM00670001235577	FCGR3B
18505	ENSG00000136045	12	108079509	108106944	ENSFM00250000003689	PWP1
18506	ENSG00000165983	10	16478942	16555736	ENSFM00250000006576	PTER
18507	ENSG00000132185	1	161676762	161684142	ENSFM00480000262810	FCRLA
18508	ENSG00000162746	1	161691353	161697933	ENSFM00500000273630	FCRLB
18509	ENSG00000081721	1	161719548	161727028	ENSFM00500000272177	DUSP12
18510	ENSG00000072274	3	195754054	195809060	ENSFM00500000270210	TFRC
18511	ENSG00000118217	1	161736084	161933860	ENSFM00570000851174	ATF6
18512	ENSG00000165985	10	16555742	16564004	ENSFM00500000270217	C1QL3
18513	ENSG00000110851	12	108126643	108155049	ENSFM00260000051047	PRDM4
18514	ENSG00000162745	1	161952982	161993644	ENSFM00600000921295	OLFML2B
18515	ENSG00000148484	10	16632610	16859527	ENSFM00270000056528	RSU1
18516	ENSG00000198929	1	162039564	162353321	ENSFM00250000003071	NOS1AP
18517	ENSG00000161664	17	42247815	42256451	ENSFM00670001235646	ASB16
18518	ENSG00000228186	HSCHR6_MHC_COX	30514508	30521345	ENSFM00600000921642	PRR3
18519	ENSG00000198574	1	162365056	162381928	ENSFM00500000278147	SH2D1B
18520	ENSG00000152332	1	162467041	162499419	ENSFM00250000007292	UHMK1
18521	ENSG00000117143	1	162531323	162569627	ENSFM00250000002160	UAP1
18522	ENSG00000168591	17	42264338	42269099	ENSFM00500000272936	TMUB2
18523	ENSG00000187855	12	108168162	108170421	ENSFM00600000922607	ASCL4
18524	ENSG00000162733	1	162601163	162757190	ENSFM00260000050411	DDR2
18525	ENSG00000075035	12	108523248	108644314	ENSFM00250000003876	WSCD2
18526	ENSG00000132196	1	162760492	162782607	ENSFM00250000003070	HSD17B7
18527	ENSG00000236149	HSCHR6_MHC_COX	30529000	30554805	ENSFM00740001589103	ABCF1
18528	ENSG00000117152	1	163038565	163046592	ENSFM00500000272383	RGS4
18529	ENSG00000143248	1	163080911	163291577	ENSFM00670001235642	RGS5
18530	ENSG00000162994	2	55401927	55459699	ENSFM00250000008675	CLHC1
18531	ENSG00000143228	1	163236366	163325554	ENSFM00250000006467	NUF2
18532	ENSG00000107611	10	16865963	17171830	ENSFM00740001589341	CUBN
18533	ENSG00000185630	1	164524821	164868533	ENSFM00250000000950	PBX1
18534	ENSG00000087152	17	42269173	42277481	ENSFM00500000272358	ATXN7L3
18535	ENSG00000162761	1	165171104	165325952	ENSFM00500000270113	LMX1A
18536	ENSG00000143171	1	165370159	165414433	ENSFM00720001492019	RXRG
18537	ENSG00000162763	1	165513244	165533198	ENSFM00500000273532	LRRC52
18538	ENSG00000174600	12	108681821	108733118	ENSFM00670001235371	CMKLR1
18539	ENSG00000143198	1	165600098	165631033	ENSFM00670001235926	MGST3
18540	ENSG00000143149	1	165631453	165668100	ENSFM00730001521985	ALDH9A1
18541	ENSG00000163958	3	195924320	195938308	ENSFM00500000273453	ZDHHC19
18542	ENSG00000198855	12	108908962	108919614	ENSFM00250000005118	FICD
18543	ENSG00000143183	1	165696032	165796992	ENSFM00250000005494	TMCO1
18544	ENSG00000163959	3	195938358	195970049	ENSFM00250000007252	SLC51A
18545	ENSG00000143179	1	165796768	165880855	ENSFM00730001521989	UCK2
18546	ENSG00000143157	1	166808681	166825581	ENSFM00350000105484	POGK
18547	ENSG00000152382	1	166825747	166845564	ENSFM00250000008896	TADA1
18548	ENSG00000075856	12	108916357	108955176	ENSFM00250000005217	SART3
18549	ENSG00000143195	1	166882443	166944719	ENSFM00740001589513	ILDR2
18550	ENSG00000143947	2	55459039	55462989	ENSFM00500000270032	RPS27A
18551	ENSG00000143194	1	166958346	166991451	ENSFM00250000010002	MAEL
18552	ENSG00000143167	1	167022073	167059868	ENSFM00500000272515	GPA33
18553	ENSG00000198842	1	167063282	167098402	ENSFM00500000272844	DUSP27
18554	ENSG00000108312	17	42282401	42298994	ENSFM00740001589345	UBTF
18555	ENSG00000143190	1	167190066	167396582	ENSFM00730001521360	POU2F1
18556	ENSG00000198821	1	167399877	167487847	ENSFM00250000007429	CD247
18557	ENSG00000143162	1	167498914	167523004	ENSFM00500000272578	CREG1
18558	ENSG00000107614	10	17184253	17244053	ENSFM00250000003630	TRDMT1
18559	ENSG00000198771	1	167599330	167675486	ENSFM00250000008022	RCSD1
18560	ENSG00000197965	1	167690429	167761156	ENSFM00500000272563	MPZL1
18561	ENSG00000161217	3	195941093	196014828	ENSFM00250000002167	PCYT1A
18562	ENSG00000143199	1	167778625	167883453	ENSFM00250000003073	ADCY10
18563	ENSG00000143158	1	167885967	167906278	ENSFM00500000273639	MPC2
18564	ENSG00000085760	2	55463731	55496483	ENSFM00250000004330	MTIF2
18565	ENSG00000230995	HSCHR6_MHC_COX	30558026	30576238	ENSFM00250000004919	PPP1R10
18566	ENSG00000272741	3	195975101	196045093	ENSFM00670001236544	RP11-447L10.1
18567	ENSG00000143164	1	167905021	168045081	ENSFM00250000003195	DCAF6
18568	ENSG00000213123	3	196018090	196045170	ENSFM00670001236544	TCTEX1D2
18569	ENSG00000273331	3	196042953	196065244	ENSFM00500000275363	TM4SF19
18570	ENSG00000143147	1	168053997	168106821	ENSFM00500000272365	GPR161
18571	ENSG00000143155	1	168148171	168169950	ENSFM00500000271404	TIPRL
18572	ENSG00000213064	1	168195176	168222263	ENSFM00670001235713	SFT2D2
18573	ENSG00000143178	1	168250278	168283664	ENSFM00360000109883	TBX19
18574	ENSG00000143185	1	168510003	168513235	ENSFM00670001237617	XCL2
18575	ENSG00000143184	1	168545711	168551315	ENSFM00670001237617	XCL1
18576	ENSG00000143153	1	169074935	169101960	ENSFM00500000270479	ATP1B1
18577	ENSG00000143156	1	169101769	169337205	ENSFM00500000270624	NME7
18578	ENSG00000117475	1	169337208	169365778	ENSFM00250000005903	BLZF1
18579	ENSG00000117479	1	169433147	169455241	ENSFM00250000001258	SLC19A2
18580	ENSG00000198734	1	169483404	169555826	ENSFM00740001589351	F5
18581	ENSG00000115355	2	55514978	55647057	ENSFM00250000000961	CCDC88A
18582	ENSG00000174175	1	169558087	169599431	ENSFM00740001589226	SELP
18583	ENSG00000145107	3	196046213	196065374	ENSFM00500000275363	TM4SF19
18584	ENSG00000188404	1	169659808	169680839	ENSFM00740001589226	SELL
